Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_label
29868,6TuekB2PqoPVLFtvoNToWS,Brondo;Tyro,Concrete Jungle,Oxymoron,37,203586,0.0,0.632,0.97,2,-1.534,1,0.0603,0.0088,0.85,0.313,0.195,144.928,4,dubstep,0
90863,3uwLRf5h1gnMkOfcjocjGi,Paul & Paula,Young Lovers (Nashville Mix),Young Lovers - Nashville Mix,29,155333,0.0,0.64,0.321,2,-10.695,1,0.0265,0.755,0.0,0.186,0.621,101.389,3,rock-n-roll,0
29856,6EhpZwYStL4t0SJ8d7G3KF,Fairlane;ROZES;JT Roach,Out Loud,Out Loud,38,224000,0.0,0.524,0.571,5,-5.314,1,0.0262,0.218,5.58e-06,0.12,0.185,108.087,4,dubstep,0
35825,5sVU49Q07asYFhok358Ias,Edson Lima e Gatinha Manhosa,Edson Lima & Gatinha Manhosa - As 20 +,Adeus Nunca Mais,38,246413,0.0,0.626,0.675,4,-7.629,1,0.0379,0.506,0.0,0.217,0.539,100.031,4,forro,0
38834,28JEf21o3BuBBVtSeNTRGV,Protomartyr,Under Color of Official Right,Trust Me Billy,26,134426,0.0,0.392,0.665,5,-7.822,0,0.033,0.0078,0.816,0.551,0.617,146.53,4,garage,0
80051,6f3ANRNQ8nCiPZ6VqXqq93,Amaal Mallik;Armaan Malik;Rashmi Virag,Main Rahoon Ya Na Rahoon,Main Rahoon Ya Na Rahoon,69,309457,0.0,0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025,3,pop-film,0
60991,6I4WkJKGbgjQ2tF8vIADTh,Vybz Kartel;Tommy Lee,Mentally Free,Betray Di Gaza Boss,18,176326,0.0,0.975,0.685,1,-4.702,1,0.148,0.32,0.0,0.0979,0.758,120.046,4,j-dance,0
74321,3mitihxtaCjOvI32aYPesS,Roberto Carlos,Línea Azul - Vol. X - Pájaro Herido,Por Ella,43,260973,0.0,0.62,0.8,2,-8.247,1,0.127,0.147,0.0,0.137,0.681,169.855,4,mpb,0
73407,6BTrnCVnRpQCRWwXb0bIyc,Dubfire;Kate Elsworth;Carl Craig,Lotus,Lotus,43,723673,0.0,0.747,0.646,6,-9.574,1,0.0439,0.000986,0.868,0.0831,0.575,123.989,4,minimal-techno,0
10210,0Q5Kf1X3n2ZolywTtod8qC,Deekline;Fish;General Levy,"Welcome To The Jungle: Drum & Bass X Jungle: Mixed By Deekline, Ed Solo & Serial Killaz",Ganja,16,249600,0.0,0.711,0.894,0,-3.798,0,0.21,0.116,0.0,0.0789,0.453,173.934,4,breakbeat,0
32333,2tQ2JXSvZGRe03YLXdmoUK,Asher;Ivana,On My Mind (Oh Ah Ai),On My Mind (Oh Ah Ai),43,194754,0.0,0.692,0.763,1,-4.872,1,0.0397,0.0129,0.0289,0.359,0.326,122.036,4,electronic,0
54719,79dPOFmCNvwKAcDur9ZP0v,Ben Lukas Boysen;Sebastian Plano,Everything,Aalystice,10,270302,0.0,0.218,0.428,7,-11.348,0,0.0427,0.85,0.927,0.065,0.0603,105.992,3,idm,0
99673,0tcDhdxX7DVeuqhHCJqWuR,Ashu Shukla,Tumhare Aane Se (Reprise),Tumhare Aane Se (Reprise),34,211800,0.0,0.595,0.209,3,-12.693,1,0.033,0.912,0.0,0.111,0.347,100.187,4,singer-songwriter,0
31522,1IuTlBvUJLBmfOysdvaHJ3,Nessa Barrett,Baddest of Them All,die first,0,177108,0.0,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,4,electro,0
60813,6vaIGko5nEfJ3hJkWexB0r,Rhumba,Invasion,Invasion,19,160078,0.0,0.879,0.68,2,-8.933,1,0.119,0.212,0.0,0.0907,0.753,119.938,4,j-dance,0
77106,29x19EWLWMB1sn8WD5iynZ,Tá Na Mente;Péricles,Dorme Com Deus (Ao Vivo),Dorme Com Deus - Ao Vivo,52,215554,0.0,0.598,0.711,1,-6.408,1,0.052,0.594,0.0,0.9,0.607,145.844,4,pagode,0
88117,493Gp8GQJHDtfGyUKvihrF,KAROL G,Perreo Tenebroso Vol. 5,"Ay, DiOs Mío!",0,189840,0.0,0.715,0.706,11,-4.423,1,0.195,0.496,0.00134,0.106,0.522,179.997,4,reggae,0
22588,03VIfZpMEQHw8VxwDtitTH,Heaven Shall Burn,Invictus (Bonus Track Version),I Was I Am I Shall Be,23,237000,0.0,0.278,0.967,10,-2.299,0,0.097,5.97e-06,0.963,0.333,0.0561,177.44,4,death-metal,0
32390,2oZ8Zq2woUsAnAxJDWIVQh,Miranda!,La Colisión,La Colisión,39,190382,0.0,0.815,0.77,0,-7.499,1,0.0332,0.0238,6.83e-05,0.386,0.883,117.013,4,electronic,0
109576,2sZ0uw5ZgibFVCRWmpWBRK,Jam & Spoon;Wehbba,Odyssey to Anyoona (Wehbba + Frankyeffe Remix),Odyssey to Anyoona - Wehbba Remix,35,250909,0.0,0.516,0.925,10,-8.089,0,0.0474,0.00104,0.861,0.122,0.0368,132.013,4,techno,0
113602,1gdKqUMnmKcTae3AXsBW4l,New Life Worship;Integrity's Hosanna! Music;Ross Parsley,I Am Free,I Am Free,37,329106,0.0,0.516,0.717,2,-6.718,1,0.0329,0.00194,0.00306,0.904,0.176,135.9,4,world-music,0
103803,52yTpTfOqRHXyn0lyQgwr3,Darci,Rose Petals,Rose Petals,57,178371,1.0,0.737,0.577,0,-8.693,0,0.0401,0.703,0.0542,0.114,0.29,140.004,4,soul,0
16071,7whMmWEv7MovcqvrKDQyBZ,Frédéric Chopin;Daniel Barenboim,Clásica para los niños de hoy,"Berceuse in D flat, Op. 57",0,288360,0.0,0.297,0.0565,1,-37.107,1,0.0493,0.977,0.936,0.727,0.175,126.006,4,classical,0
19487,1x1e7T0TFQP9tv4OJaj5qf,Ingrid Andress,Single Saturday Night - Country Songs,More Hearts Than Mine,0,214786,0.0,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,4,country,0
2902,0l4DTppOxy7NUaEcwXuOb6,Neon Trees,Habits (Spotify),Animal,66,212306,0.0,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,4,alt-rock,0
69455,6BXftLsxnw9cgSKaKkjO2k,Nomadic Voice;16bars;VKDKV,Pandu Thotte,Pandu Thotte,27,168000,0.0,0.814,0.655,6,-8.428,0,0.0867,0.347,0.0,0.116,0.351,99.981,4,malay,0
24023,79D1gWUL04fImvO1jlVhOG,Theo Parrish;Lori;Silentjay;Simon Mavin;Perrin Moss;Paul Bender;Dego,What You Gonna Ask For,What You Gonna Ask For - Dego,16,607121,0.0,0.789,0.84,4,-8.457,0,0.061,0.178,0.0396,0.0602,0.697,120.076,4,detroit-techno,0
20146,39eL80vvxZ36RXKfOZgrPb,Sam Smith,Best Road Trip Pop Tunes,Time After Time - Live At Abbey Road Studios,1,232128,0.0,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,4,dance,0
54288,2Q9vfN92vj9TQgnN5Mq9CK,Autechre,EP7,Rpeg,16,360800,0.0,0.75,0.81,10,-9.04,0,0.0685,0.127,0.836,0.174,0.741,120.017,4,idm,0
58312,6X5zsgjDlssIkv0sVYZgx1,Rammstein,Rammstein,Tattoo,59,251658,0.0,0.612,0.96,9,-4.547,1,0.091,0.00262,7.93e-05,0.0846,0.302,141.042,4,industrial,0
54104,43eLl2gwEr0fgbFgS11uOh,Telefon Tel Aviv,Fahrenheit Fair Enough,Fahrenheit Fair Enough,36,400293,0.0,0.667,0.877,5,-8.735,1,0.0386,0.216,0.769,0.101,0.0445,130.0,4,idm,0
42732,7kfxsDS1Uwakm3rm5wS0FT,Last Days Of Humanity,Horrific Compositions of Decomposition,Distinguishing Between Validuty and Utility of Psychiatric Diagoses,12,62877,0.0,0.26,0.977,0,-3.606,1,0.233,0.000109,0.0142,0.929,0.147,125.091,4,grindcore,0
80083,3H3x4NhR3wJh6IvRHmPvkd,Thaman S;Srivardhini;Aditi Bhavaraju;Satya Yamini;Roshini JKV;Tejaswini,"Tum Tum (From ""Enemy - Tamil"")","Tum Tum (From ""Enemy - Tamil"")",70,228567,0.0,0.741,0.761,8,-5.414,1,0.143,0.759,0.000607,0.126,0.912,147.047,3,pop-film,0
73646,2uKgvkGPMdum5EIxEVmNAd,Paul Kalkbrenner;Florian Appl,Global Player (Original Motion Picture Soundtrack),Global Player,19,213901,0.0,0.739,0.397,2,-13.523,1,0.0346,0.125,0.871,0.157,0.57,128.011,4,minimal-techno,0
94862,1wxtyjR9EcrD8BYYKkmwNz,CORBAL;itssvd;Shiloh Dynasty,heartbroken,heartbroken,51,76800,0.0,0.671,0.168,9,-22.507,1,0.0509,0.841,0.0282,0.265,0.297,99.987,4,sad,0
24224,0sNvIQaoVLoNY2Z9CH8Okj,Moodymann,Silence In The Secret Garden,Sweet Yesterday,10,309533,0.0,0.887,0.393,1,-12.857,1,0.244,0.0158,0.000189,0.433,0.687,116.479,4,detroit-techno,0
45649,1lZ63WONmerfN9LwRRltYy,Cuco Sánchez,La Gran Colección del 60 Aniversario CBS - Cuco Sánchez,La San Marqueña,23,167106,0.0,0.564,0.45,0,-9.417,0,0.0397,0.891,0.0,0.377,0.802,93.152,3,guitar,0
73994,4VaDdlxgdWNAAXo9NLQ9QF,DI MI DO,Playlist Nature Walking (Tour 1),Lock Me High - Helmut Wintermantel Mix,17,139306,0.0,0.593,0.931,6,-5.104,0,0.0333,0.00155,0.832,0.169,0.0642,123.985,4,minimal-techno,0
32911,1SGbmqB3dxlrp4YkKzZUto,Bob Moses,Never Ending,Never Ending,54,242000,0.0,0.613,0.85,1,-4.196,0,0.0927,0.339,0.000138,0.12,0.186,118.068,4,electronic,0
18865,3tshTnnudBH7kGW3QMhFuI,"Joey ""CoCo"" Diaz",Sociably Unacceptable,Eat Your Yokes,21,138164,1.0,0.66,0.707,1,-10.819,0,0.928,0.839,0.0,0.819,0.692,78.296,4,comedy,0
73136,2hJRfyYiJ8umxp1WdbeyLj,Anja Schneider,Dubmission (Original Edit),Dubmission - 2021 Edit,52,186885,0.0,0.804,0.476,11,-13.48,1,0.0947,0.335,0.891,0.0971,0.276,122.033,4,minimal-techno,0
107725,5neWqXYNmxHScg72MUgeT7,Synapson,Stendhal Syndrome,Diez for Pay,25,224935,0.0,0.805,0.503,9,-8.19,0,0.0456,0.00196,0.0861,0.159,0.831,119.993,4,synth-pop,0
96969,7cHFPtdFTUnIKy2E6yIJ70,Elza Soares,O Tempo Não Para,O Tempo Não Para,36,256837,0.0,0.657,0.597,7,-6.86,0,0.0333,0.00487,1.03e-06,0.324,0.585,134.959,4,samba,0
83753,5RQmbhnkrt6llPrxqRsym4,Tujamo,I Don't Wanna Go,I Don't Wanna Go,55,186480,0.0,0.641,0.895,1,-3.76,0,0.168,0.0256,0.000299,0.292,0.397,125.031,4,progressive-house,0
16600,0pyPDrsgmizXAoYLp9QONX,Parveen Sultana,Pakeezah,Kaun Gali,28,161733,0.0,0.294,0.419,3,-8.63,1,0.0345,0.955,0.0631,0.168,0.411,108.141,4,classical,0
80363,4JDRj3h78yCb2u9o2Xd6aD,Diljit Dosanjh;Capo;Ikky;Tory Lanez,Chauffeur Capo Remix (feat. Tory Lanez),Chauffeur Capo Remix (feat. Tory Lanez),52,205440,0.0,0.642,0.747,6,-4.506,1,0.11,0.213,0.0,0.182,0.643,154.239,4,pop-film,0
57091,3vGy3xMTFig0f0tUrjkbVQ,Aditya A;Ishita Parakh,Chaand Baaliyan Duet,Chaand Baaliyan Duet,58,105511,0.0,0.671,0.38,4,-8.419,1,0.0356,0.875,0.0,0.111,0.816,96.945,4,indie,0
90195,0pW4iiqD5lr2c9FwDtmGCG,Ricardo Ceratto,Los Autenticos Exitos De,Que Mas Da,40,169666,0.0,0.792,0.435,3,-12.242,1,0.0469,0.531,0.0,0.126,0.963,100.197,4,rock-n-roll,0
6071,7JxjFzQsWq7pLnbIhzgpZW,Månegarm,Ynglingaättens Öde,Adils fall,23,294933,0.0,0.456,0.93,2,-3.798,0,0.0515,9.53e-05,0.000171,0.457,0.54,155.98,3,black-metal,0
2546,5jhIWm2hXdVQJaRDE9AGhW,The Shins,Alternative Christmas 2022,Wonderful Christmastime,0,146520,0.0,0.634,0.689,11,-5.406,1,0.0307,0.0109,0.0,0.114,0.899,140.071,4,alt-rock,0
23500,1pJwEPkqfgtmV68vYQ7RyD,Gorgon City;DRAMA,Olympia,Nobody,59,199013,0.0,0.697,0.664,1,-8.962,1,0.0275,0.0256,0.0173,0.112,0.265,120.041,4,deep-house,0
20543,1rP4gzPMHrM7NyI1LPCRmv,Avicii,Electro sounds,You Make Me,0,230746,0.0,0.569,0.695,6,-5.808,1,0.0423,0.00148,0.00221,0.376,0.506,125.098,4,dance,0
79871,0ILXYaWxMQVEXnKq2eTmjW,OneRepublic,Native,What You Wanted,38,241106,0.0,0.553,0.843,0,-7.424,1,0.0404,0.00255,0.184,0.108,0.219,119.988,4,piano,0
1887,32d69uoG858viWjUaAndgo,Jor'dan Armstrong;DIXSON,Vibes,No Way (feat. Darius Scott),18,314315,0.0,0.481,0.596,6,-8.075,0,0.0431,0.0864,0.0,0.377,0.348,99.96,4,afrobeat,0
66112,2mIfukfnSxDiMbh9xOxeZN,Pj Panda,"The New Nursery Rhymes, Vol. 1",Baby Shark (Trap Remix),37,144750,0.0,0.914,0.465,2,-10.14,1,0.0732,0.00174,0.000798,0.319,0.273,126.061,4,kids,0
96524,6N6wYxdPVMnEVK8xsplS8z,Soweto,Eu Sou O Samba - Soweto,Derê,39,192426,0.0,0.388,0.713,0,-7.298,1,0.0833,0.657,0.0,0.221,0.652,153.35,4,samba,0
94484,0uJ3YVjbkWefsiV2kA6U8L,Fasetya,Be Alright (Remix),Be Alright - Remix,42,156264,0.0,0.73,0.198,1,-14.545,1,0.102,0.91,0.00087,0.11,0.094,113.912,4,sad,0
1898,00BHbc5GB5d35gsi8IsmZl,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),No te creas,17,231893,0.0,0.623,0.803,1,-5.523,0,0.0327,0.438,4.58e-05,0.165,0.645,126.61,4,afrobeat,0
27370,1KxsajqnPwZIk0LmVG1Y67,Teebee,Archives 3,The Force V3,18,314806,0.0,0.555,0.982,4,-3.445,0,0.0533,5.95e-05,0.907,0.0672,0.103,174.988,4,drum-and-bass,0
106621,2ruSkslWgiaYiGhxyqFYwS,Anders Glenmark,99,Mare Mare,36,239173,0.0,0.667,0.72,7,-11.119,0,0.0575,0.0618,0.000145,0.0564,0.917,165.979,4,swedish,0
46077,1iGucHmN2U9G60sMaAzvfL,Lawineboys,10 Jaar Lawinegevaar,Wat Zullen We Drinken,28,189000,0.0,0.687,0.929,7,-3.794,1,0.173,0.0173,0.0,0.715,0.628,141.02,4,happy,0
84952,4KhuernnobE4BzS0P1Viz8,The Guess Who,The Best Of The Guess Who,Laughing,46,158040,0.0,0.375,0.458,9,-14.019,1,0.0379,0.44,0.000661,0.651,0.57,89.907,4,psych-rock,0
75249,2hNrGnVySzBMqIQxhklek1,Jim Brickman,Destiny,Crossroads,25,186760,0.0,0.382,0.298,0,-14.659,1,0.0456,0.952,0.855,0.119,0.382,113.749,4,new-age,0
24087,08EcEPky2kYjSiNJ3tC1bP,Model 500;Echospace,Global Underground #42: Patrice Bäumel - Berlin (DJ Mix),Starlight - (Echospace Dub) [Mixed],12,113400,0.0,0.644,0.935,6,-9.269,1,0.0513,0.000656,0.961,0.0999,0.537,126.997,4,detroit-techno,0
47452,7w6PJe5KBPyvuRYxFkPssC,Ozzy Osbourne,No More Tears (Expanded Edition),No More Tears,68,443240,0.0,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,4,hard-rock,0
79030,0vlXeqFl1qgL9fkq1wnPgp,OneRepublic,World's Best Christmas Playlist,Christmas Without You,0,197146,0.0,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,piano,0
89837,6zbL3qnDbbLhDVS61Qdyc0,BlackRoy;El Jordan 23;Vicho El Incorregible,Las Chipetia,Las Chipetia,44,210770,0.0,0.745,0.607,3,-7.98,0,0.437,0.395,0.0,0.103,0.647,183.991,4,reggaeton,0
53592,5bE4GXZ1gqGqx8fFfqRFcR,Nathan Dawe;Ella Henderson,Pop Hits Now,21 Reasons,0,155253,0.0,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house,0
235,34p2uL1CvmaHn3uLfOKt8d,Us The Duo,Public Record,One Last Dance,51,224847,0.0,0.466,0.161,7,-14.498,1,0.0492,0.979,0.000238,0.231,0.171,139.167,3,acoustic,0
76693,1WUt8SY17zIL49TxENehP5,Georges Bizet;Maria Callas;Nicolai Gedda;Choeurs Rene Duclos;Choeurs D'Enfants Jean Pesneaud;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,Bizet: Carmen,"Carmen (1997 - Remaster), Act I: Carmen! sur tes pas",22,87746,0.0,0.272,0.126,9,-20.155,0,0.0468,0.91,0.000272,0.125,0.122,83.731,4,opera,0
82788,4Rfh6I1TAB7vXCK0A6k8sH,The Queers,Don't Back Down,Born To Do Dishes,22,115466,0.0,0.269,0.893,7,-3.595,1,0.0397,0.00018,0.0,0.498,0.879,178.687,4,power-pop,0
10824,5uKTO6MKgcnaRNwqjEIHLN,DJ Icey,Trackotron 2,X-Files,11,245635,0.0,0.8,0.872,8,-6.046,1,0.0958,0.022,0.838,0.123,0.277,128.005,4,breakbeat,0
80474,4x723mcckl6ToQHuXPhrIX,Atif Aslam;Sumedha Karmahe,A Flying Jatt,Toota Jo Kabhi Tara,61,305014,0.0,0.443,0.674,9,-6.302,0,0.0358,0.424,3.15e-05,0.121,0.219,139.906,4,pop-film,0
61080,6NjkooYrGVWAHH5omloIeS,Nogizaka46,夏のFree&Easy Type-A,夏のFree&Easy,31,302893,0.0,0.379,0.943,0,-3.311,1,0.0853,0.0248,2.89e-05,0.335,0.393,169.965,4,j-idol,0
81993,6R4KHRnMXQEZtb1qXoNX1e,Vishal Chandrashekhar;Yazin Nizar,Sita Ramam (Telugu) (Extended Version) [Original Motion Picture Soundtrack],Eppudo Ninnu,64,171250,0.0,0.741,0.447,2,-9.609,1,0.104,0.568,0.0,0.127,0.619,89.993,4,pop,0
13879,4qhttO7VDFckJsWY0ptvan,DJ Sneak;Jesse Perez;KE,Defected Miami 2019 (DJ Mix),Back & Forth (feat. KE) - Mixed,5,277746,0.0,0.671,0.977,10,-5.192,0,0.0357,0.00644,0.635,0.285,0.872,121.046,4,chicago-house,0
43029,1yc53HK08sDab7PDFgnLWk,Lamb of God,Ashes of the Wake (15th Anniversary),Laid to Rest,66,230127,1.0,0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,3,groove,0
91326,02CMDD2zt4LyEdOaSwVNhy,Bryan Adams,Best Of Karneval,Summer Of '69,0,217493,0.0,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,rock,0
111512,7fGAChEASw3sxA1TFRhPfx,Zero 7;Sophie Barker,When It Falls,Passing By,46,291040,0.0,0.586,0.426,0,-10.904,0,0.0242,0.357,0.474,0.0762,0.21,80.941,4,trip-hop,0
87506,7sJ0VFD8RTibWzn8oBUhzW,Flora Matos;Stereodubs,Flora Matos Vs. Stereodubs,Esperar o Sol,44,201226,0.0,0.579,0.731,7,-7.382,0,0.26,0.364,0.0,0.224,0.5,95.273,4,r-n-b,0
47669,0K6yUnIKNsFtfIpTgGtcHm,Rush,Moving Pictures (2011 Remaster),Limelight,67,259839,0.0,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,4,hard-rock,0
66492,1LvVTROucKghpT9PPVAr8x,Barry Carl;Sean Altman;Elliott Kerman,Schoolhouse Rock! Earth,You Oughta Be Savin' Water,12,183040,0.0,0.848,0.491,7,-4.458,1,0.383,0.82,0.0,0.352,0.891,118.069,4,kids,0
67128,1vN2rZ4WoUe6QQJjc2NBjN,J Balvin;Maria Becerra,Reggeaton Imperdible,Qué Más Pues?,2,217361,0.0,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,latin,0
63753,01Bjn3lj74LedUImE5ceFe,NICO Touches the Walls,天地ガエシ,天地ガエシ,44,286626,0.0,0.307,0.949,2,-3.212,1,0.0708,0.00327,0.0,0.0846,0.682,120.057,4,j-rock,0
108741,45b8vMqstjcI1Cybs7XDUO,Orquesta Color Tango De Roberto Alvarez,Tango a Pugliese Con estilo para bailar Vol. 3,Cabulero,17,172904,0.0,0.582,0.224,0,-11.773,1,0.0434,0.635,0.27,0.119,0.489,110.998,4,tango,0
11599,4d0d2llNcQIHmaCgYTrODQ,Yusuf / Cat Stevens,Teaser And The Firecat (Remastered 2021),Peace Train - Remastered 2021,65,253293,0.0,0.594,0.682,0,-8.858,1,0.0487,0.051,4.56e-05,0.0919,0.76,82.487,4,british,0
81414,208sMwgVcaFt2mT79Df1KG,Vishal Mishra;Rahul Sipligunj;M. M. Keeravani,"Naacho Naacho (From ""Rrr"")","Naacho Naacho (From ""Rrr"")",68,214207,0.0,0.438,0.986,10,-3.384,0,0.14,0.35,0.000343,0.0773,0.736,159.894,4,pop,0
9511,5C1X9UxsnagxubGSrZ1zMH,Dow Raiz;Lino Krizz,Melhor Que Ontem,Melhor Que Ontem,46,199284,0.0,0.731,0.798,7,-5.921,1,0.294,0.0315,8.64e-05,0.274,0.898,172.015,4,brazil,0
43439,51haCqHVfdZMZC3Y3fffgA,Chimaira,Groove Metal Roots & Branches,Dead Inside,0,225666,1.0,0.384,0.982,9,-3.132,1,0.179,0.000125,0.293,0.354,0.284,105.363,4,groove,0
22815,46k8fWPPPK3wV4Bk4CW2zP,DevilDriver,Trust No One,Daybreak,22,262329,0.0,0.457,0.981,8,-4.11,1,0.104,9.08e-05,4.86e-05,0.401,0.191,132.01,4,death-metal,0
66846,2lsfMMmXKjxRX616wO9t6h,Mini Pop Kids,Mini Pop Kids 17,Never Really Over,9,223840,0.0,0.735,0.749,8,-6.296,1,0.0489,0.0706,9.28e-06,0.102,0.202,100.021,4,kids,0
48509,4O9ICXbrUTAVR5kkx6xANJ,DMX,DMX: The Legacy,X Gon' Give It To Ya,55,217586,1.0,0.761,0.899,10,-3.09,0,0.183,0.0137,0.0,0.0719,0.673,95.021,4,hardcore,0
52307,5p6ZyraxBvo7obHkBHUaJi,Hank Williams,"The Garden Spot Programs, 1950",Lovesick Blues - Show 9,41,172218,0.0,0.673,0.35,5,-8.095,1,0.0421,0.961,0.0,0.579,0.654,133.694,4,honky-tonk,0
61924,14SMmOnqGc9VhUWqqCyzfD,Keyakizaka46,走り出す瞬間 (Complete Edition),W-KEYAKIZAKAの詩,18,308293,0.0,0.635,0.906,4,-4.151,1,0.037,0.465,0.0,0.336,0.895,122.975,4,j-idol,0
13867,5moXzHXEK8vDdbScsIpHy8,Cajmere;Will Clarke,Mercy EP,Percolator (Will Clarke Remix) - Original Mix,7,312630,0.0,0.781,0.885,4,-8.531,1,0.0839,0.157,0.212,0.0744,0.375,125.98,4,chicago-house,0
104572,7D4qFlSEN6ivtmDQvERRGK,Natos y Waor,Luna llena,Cura de humildad,57,218000,0.0,0.696,0.565,3,-4.805,0,0.341,0.0207,6.47e-06,0.0989,0.606,172.051,4,spanish,0
103379,7zEvaoS81Ta2d3D5p7zTgX,The Jackson 5,Xmas Classics 2022,Frosty The Snowman,0,159413,0.0,0.672,0.615,0,-8.274,1,0.0293,0.471,0.0,0.0911,0.944,119.693,4,soul,0
13636,2lPAXAtuSt7E8l1sI56d1W,Mike Dunn;Dirty Channels,Natural High (Remixes),Natural High - Dirty Channels Extended Remix,8,320176,0.0,0.834,0.912,2,-7.297,0,0.0395,0.0016,0.856,0.0861,0.962,126.019,4,chicago-house,0
47877,4q9YY8eorYGjpjk3Zko7l9,Iron Maiden,Brave New World (2015 Remaster),Blood Brothers - 2015 Remaster,57,434293,0.0,0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,0.444,182.679,3,hard-rock,0
45995,1bij1AVdF8WSokYyBCGVyg,Los Tecolines,Peerless 80 Aniversario - 24 Exitos Vol. 1,Si no eres tú,21,204173,0.0,0.648,0.366,0,-11.161,1,0.0316,0.87,7.56e-05,0.106,0.307,102.903,4,guitar,0
60693,2XkEXqXlrh1XzuX6OHiJbB,Chronic Law,Mind Games,Mind Games,20,194731,1.0,0.715,0.54,9,-7.223,1,0.0621,0.834,0.0,0.249,0.606,85.954,4,j-dance,0
78545,1K7x1fONfIj7gwGVX6OrHR,Michelle,Tabu (Deluxe),Dieses andere Gefühl,30,211480,0.0,0.696,0.848,11,-4.359,1,0.0504,0.184,0.0,0.248,0.429,122.988,4,party,0
41780,6dH1kap3QZhnt5Q27lAgQQ,Håkan Hellström,Samlade singlar! 2000-2010,Den fulaste flickan i världen,22,194373,0.0,0.267,0.787,9,-7.353,1,0.0441,0.323,3.32e-06,0.124,0.423,102.945,4,goth,0
25517,2q984ll6lV4dbX1C82t4Cv,The Bar-Kays;The Unknowns,Grown Folks (feat. The Unknowns) - Single,Grown Folks (feat. The Unknowns),33,259226,0.0,0.671,0.675,8,-5.35,1,0.0501,0.213,0.000294,0.1,0.503,172.011,4,disco,0
99391,3XjAgiBvWBKu1tHSLTgffX,Anson Seabra,Feeling For My Life,Keep Your Head Up Princess,60,198220,0.0,0.689,0.143,6,-17.374,1,0.264,0.97,0.0,0.109,0.528,85.398,4,singer-songwriter,0
60349,31xRKnZAiTMcgbjXar5Fv5,DING DONG,Strictly The Best Vol. 41,Man A Gallis,24,224293,0.0,0.696,0.746,1,-6.355,1,0.317,0.0336,0.0,0.0607,0.679,134.38,5,j-dance,0
86761,3mS1DMR2N8eQ0qGezDPTOx,Vypsana Fixa,Čtyři Slunce,Čtyři Slunce,39,228320,0.0,0.56,0.874,4,-6.057,0,0.0456,0.256,0.317,0.175,0.515,124.991,4,punk,0
92795,0NeJzwDzZGBLSVF3ywB7je,Hillbilly Rawhide,Ramblin' Primitive Outlaws,Caramuru Calibre 32,25,164466,0.0,0.398,0.952,9,-3.471,0,0.0786,0.605,3.99e-05,0.0783,0.882,154.504,4,rockabilly,0
38523,7gN04gs1txn9NreVdm3Rns,Mini Skirt,Taste E.P,Billy Elliot,28,93376,1.0,0.601,0.877,2,-6.647,1,0.0318,0.00893,0.0,0.0912,0.945,112.48,4,garage,0
45163,0VYl6MeDfICsBCiopYfv0a,Las Lagrimas,Nostalgias De Buenos Aires,Nostalgias De Buenos Aires,28,197750,0.0,0.542,0.143,9,-13.06,1,0.0617,0.976,0.928,0.101,0.25,79.413,4,guitar,0
40871,0r34F4I7GzZFtUC4AlNcG4,J Neto,A Harpa Cristã (Interpretada por J Neto),A Mensagem da Cruz,37,356948,0.0,0.2,0.398,9,-8.008,1,0.0314,0.819,6.87e-05,0.385,0.267,85.156,1,gospel,0
62046,6ZMx2iR4mBPKDXThxyUWFI,Norah Jones,Christmas Best Hits 2022,Christmas Don't Be Late,0,160293,0.0,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,j-pop,0
76779,5PAKAKbcx1gqEoiLZIS6ec,Collabro,Road to the Royal Albert Hall,As If We Never Said Goodbye,19,309266,0.0,0.22,0.276,5,-11.045,1,0.0342,0.718,0.0,0.118,0.176,81.924,4,opera,0
